sentiment,review_body,product_category
0,I love the style of this top  and the longer length would be great with leggings and fitted shorts. it's somewhat fitted on the top yet it's a-line shape gives a full swing at the bottom. the ruffled v-neckline is pretty  and i like the longer length of the short sleeves. but with all these attributes  unfortunately they cut the armholes really big  so when you put your arms forward  the sleeves pull against your arms. i was trying to decide if i should keep it anyway  but for $98 dollars i thin,Blouses
0,"The colors in the green shirt are beautiful  however the cut looked like a maternity top on me. i'm 5'6"" 120#  not very busty. must try it on to match the right body type; i'm thinking very tall  wispy   less curves...",Blouses
0,This top has a great pattern that could be worn with many different things. it was a bit short for me  as i have a long torso  but i wish it had fit right!,Blouses
0,The quality of this shirt is great and the colors are pretty. it just made me look super wide. i feel like the waist is too high - not quite empire and not quite at the waist. it just wasn't going to work for my body. maybe a different size would work but i don't like it enough to try.,Blouses
0,I loved this shirt online and ordered it in blue immediately even though i usually hesitate to spend over $100 on casual blouses. unfortunately  i was super disappointed when it arrived. the lace does not contrast as much as shown in these pictures and it just doesn't look all that special. having said that  it is super comfy and soft and the sizing is generous - it may run big on you if you have a small chest. all in all  i would buy it on sale but certainly not worth the price tag!,Blouses
0,I was so excited to receive this shirt. it is a beautiful color and material and very well made. i loved the lace detail and wanted to love the shirt. however  i put it on and the seem hit right at the top of my bust. it broadened my shoulders and the fabric started right at my bust so it flowed down from there making me look boxy and wide. i am a 32dd  5'3  and 115 pounds for reference. if you are more narrow and don't have a chest this would be absolutely adorable but sadly for me it had to go,Blouses
0,Drawn to the colors  i tried on the top in my regular size m. fyi: 36c  broad shoulders/back  short waist  size 10/12 or l in fitted tops  this top is a cropped  even for my short-waisted body. i would have to wear a cami under. this is not just because of the cropped length (top rides up w/ any movement)  but the burn-out velvet is quite sheer. the top is full  so it easily exposes with any movement. the back of slides up  too. the quality is an issue  with exposed threads and irregular seams.,Blouses
0,This top is beautiful aesthetically  and i liked the tunic length. the bottom lace is cut out  so make sure things are adequately covered if you wear this with leggings. the fit is flattering.  however  i had some issues with the sizing. i usually wear an xs or a s in tops. the body of both sizes yielded a boxy fit for me  which is seen on the model.. i tried the top with a belt  which looked nice. however  the thing that stopped me from keeping the top was the shoulder/armpit/sleeve area. the s,Blouses
1,This top is perfect! very comfortable and flattering for any body type.,Blouses
1,This top is gorgeous. the colors are lovely  design and quality are impeccable  and it is versatile. this top just happened to catchc my eye and i am so happy with my purchase. it fits tts. i love it!!,Blouses
1,I ordered both colors in size xl and they're each now favorite purchases. the fit is true to size--it matches the photos. the orange/white/brown/red combo works great with the orange version of the indra tassel necklace.  the tops are sheer so i wear a tank underneath. the green floral version will have some variations because of pattern placement. both are so unique & charming! i've been pairing them with different retailer cardigans & necklaces. they've washed well too--in a mesh bag on gentle &,Blouses
1,This is a fantastic top to wear with the paige high wasted flair jeans. love it,Blouses
1,Hands down  my new favorite top! love the look of this top! i would say this runs a little big. i definitely could have sized down. however  the flowy style of my usual retailer size works for me in this piece.,Blouses
1,This flew out of my local store so fast i had to order on line. simply stunning. was reluctant to pay high price but worth it. will get much wear.,Blouses
1,Tried in store today and found to fit tts. images are accurate in terms of color and showing that there is a tiny bit of sheerness to this (as you can see near the bottom in each photo). i really loved everything about it except that it flared out a bit on the bottom in a way that i'd probably fuss with too much. id probably buy it on sale  but not before that.,Blouses
1,"I had been eyeing this top online  decided to hit my local retailer to try it on! it is an adorable spring tunic! i think it runs a size larger then your usual size. for reference  i am 5'7"" and 139 pds  small busted  and i bought a size 6  fits perfect. i will machine wash and hang to dry. happy with my purchase!",Blouses
1,This is a really pretty top. the beading/rivet detail is really cool and it feels comfortable on. i think the lining is really silky and the lace feels gentle  not stiff. the top is kind of like a swing top  there is a lot of fabric  but it is just right. the fabric looks rich and lovely. great top!,Blouses
-1,"I'm 5'7""  130 lbs. i ordered a medium-regular. the dress fell three inches above my knees. this model is taller than i am  and it falls to her knees....doesn't make sense. i think retailer sends petites in place of regular.",Dresses
-1,I loved the color and design of this dress but needed to return it because it fit so poorly. the arm holes are entirely too big -- so big that alternations couldn't fix it. maybe it's because i am petite but i think it may be a design flaw.,Dresses
-1,This dress looks and feels cheap. the white material is stiff and does not iron nicely. the grey sweater is super thin and very cheap looking. overall  a pretty horrible dress. save your money ,Dresses
-1,I love the dress as shown in the photo. thankfully i had a chance to see the dress in the store. it is sheer. can see thru it. can not wear this to work.,Dresses
-1,Looks great  the material feels great but when i put this dress on for the first time today it fell apart at the seams in the rib cage area. total disappointment! i had purchased this on sale for my graduation and was getting ready to walk out the door when i saw two holes on each side!,Dresses
-1,I had fallen in love with the coral dress that was somewhat like this one and came out a few months ago. but the problem i'm having with this one is the same problem i had with the coral one. they are all flawed in their construction! i had eventually tried 3 size 16s in the coral because each one was flawed. on one  one side hung longer than the other  and on all 3  the top design did not line up with the bottom design. this blue one is the same way! the top design does not line up with the bot,Dresses
-1,I don't normally write reviews  but i purchased this dress in white in 3 different sizes and each dress had the same flaw. the hems were very uneven on all three. this dress was poorly sewn. it's a shame because it looked awesome online. i was very disappointed!!!!!,Dresses
-1,I waited six weeks for this dress to arrive and was so disappointed. loved the skirt part of it. but the top  which i guess i didn't see in photo was pleated as well  made my bust look huge and it puffed out on sides. would have been a wonderful summer dress  flowing and cool.,Dresses
-1,The fabric and color are absolutely beautiful. the shape of the dress is strange - fitted and tight through the waist  and enormous everywhere else. it was not flattering.,Dresses
0,Unfortunately this dress ran very large on me (please no more vanity sizing!) and minimized what few curves i have. my store didn't have this in petite so i tried a regular xs - the neckline was low and there were at least 4 inches of space at the waist. it also flares out quite a bit  you can see this in the catalog shot. while this wasn't flattering on me  it may work better on curvier figures.,Dresses
0,This dress is everything i hoped it would be--bright  colorful  quality jacquard  classic silhouette. unfortunately it runs small up top on the bust and i couldn't even zip it up all the way. returning :(,Dresses
0,I am normally a size 8 in dresses and bought this in a small. so if you are a smaller person  this would likely be a bit loose on you. the color was odd. i liked the navy blue  but the pink was a pepto bismol colored pink. i just felt like i would get sick of the color/pattern after one wear. the fit is cute and comfy.,Dresses
0,This dress is very cute on the model online  but in person it is quite large and just hands there and doesn't do much for the figure. cute but not worth the $148 price tag.,Dresses
0,I love  love  love byron lars dresses. they fit my curves like a glove. but this one... i guess it would have fit me like a glove. but i live alone  and at the moment i don't have enough money to hire a lady's maid  and so i couldn't actually tell. it buttons all the way up the back  so you cannot put it on yourself  unless you are a contortionist. wanted to love this but can't.,Dresses
0,I was surprised at the high quality of fabric; however  the dress looked like a muumuu on. maybe with a belt it would be cuter...,Dresses
0,The colors are beautiful and the fabric is very soft and comfortable. i will be returning because of issues with length and being low cut.    for reference i am 5'5 145lbs  38-30-40  34ddd. the dress was low cut and showed too much cleavage for my comfort  but this may not be an issue for women with smaller breasts (or if you don't mind some cleavage showing). this length was also a bit too long  so if you are 5'5 or shorter you may want to order the petite size.,Dresses
0,I love the look of this dress and i love the way it is cut. the one thing i do not love is the thickness of the material. it is just too much for a summer dress. it just felt heavy and hot. i still love this brand so i am hopeful for a few more great options to come out before summer is over.,Dresses
0,I bought this on sale thinking it was a great deal  but when it came in i found it to fit like a totally unflattering sack. the pattern didn't help anything  looking totally faded and washed out...the fabric and overall quality is nice  but the fit and pattern are just so..ugly  unfortunately. had to return it.,Dresses
1,I absolutely adore this dress. i took my time buying it and when i was ready to purchase they were sold out of my normal size 6 but the 8 was still available  so i snagged it. i'm glad because the dress runs small and the size 6 would have been snug around the waist. the style is perfect and the dress is well made. the material is a heavier cotton and the white banding accents it perfectly. i don't think it's too white  like some reviewers have stated. you can't wear a bra with this dress  but t,Dresses
1,I am a fan of these designers and their gorgeous fabrics - most of which are heavy brocades. this is so pretty and fun. the print is playful  and colors are gorgeous  and the fit is floaty but not too full or too tight. i love the bit of beading  and that i can dress it up or down.    i am petite and not usually a bigger print or long dress fan  but i know that i will wear this one for years.     i did get a 00 petite as i know that only this small size fits me at retailer - 0's swallow me. this i,Dresses
1,I'm 5 ft 3 inches  130 lbs. this dress fits perfect! i bought a 4r. the petite 4 probably would have fit and been a inch or two shorter but i don't the regular looked bad. it hits an inch or two below my knee. medium thickness of fabric is forgiving even though the dress hugs in all the right places. beautiful dress!!,Dresses
1,I am usually drawn to more color but the vertical and horizontal lines of this dress made me curious. the fit is absolutely incredible! i like the fact that it is very easy to put on without any zippers or buttons as well. it hugs your body in all the right places. i had no issue with the dress riding up and the way the designer placed the lines makes this one even more flattering. gorgeous dress!!,Dresses
1,"I love this sweater dress! i was hesitant to order it after reading some of the reviews  but fear not  friends--this is a comfortable  flattering  warm dress with a unique twist. i love the cowl and the buttons down the back. the knit is fairly large so there's some give to it  which means pulling it on is a breeze  and the buttons don't slip out of their closures unexpectedly  which is an added bonus. i ordered both grey and navy. i stand at 5'6"" and would describe myself as pear-shaped  typica",Dresses
1,"It's relatively light material; even if you layered a sweater over this i can't see it being good for winter. i'm in california so it's fine :) length is great - i'm 5""4 and it hits just at the knee. i'm a true size 2/small and this fit great  even though i have a curvier figure. pretty classic dress.",Dresses
1,"I love this dress. i live in maxi dresses versus shorts in the summer and this is the perfect cut  weight and quality. i did have to order it in petite or else i was stepping on the bottom (unless really high heels). i am 5'5""  so i would say that it runs long. offer this cut in more colors!!",Dresses
1,"This is such an easy dress to wear and it looks very polished! it is not a ""cheap polyester"" fabric as one reviewer wrote. it is a rayon and nylon blend. it does wrinkle easily. i love that the belt is actually sewn into the dress at the back. i don't typically gravitate toward warm color palette  but the burnt orange color is really lovely. it can be dressed up or down very easily. and it has pockets! i typically wear xs in retailer brands  and the size 0 fit me well.",Dresses
1,This is one of those just throw on and go dresses that i love. it is breezy and easy  comfortable  but also polished and lovely with some really nice design features and a beautiful mixed print. you can wear it with some cute flip-flops  or polish it up with some cute boots.,Dresses
-1,The sweater material was really soft and seemed well-made. the back is an interesting twist  but the material creases easily; i can see it looking messy by the end of the day. the main reason i returned it though was because it runs very large. i got my usual s  and i could have sized down 1  maybe even 2 sizes. i didn't like it enough to try a smaller size.,Fine gauge
-1,Based on the strength of the other reviews  i thought this sweater would be amazing  but i was disappointed. the knit is very thin  cheap looking and weak that it won't last a season undamaged. it reminds me of a duster i bought 15 years ago at a discount fast-fashion retailer when i was a student. sloppy looking with lots of creases out of the package. collar is odd and the sleeve openings have an annoying flare. the drape is not structured enough--everything about this screams over priced bath,Fine gauge
-1,I was expecting elbow-to-full-length sleeves and like a previous review noted  they were short. very weird look for a wrap. returned.,Fine gauge
-1,I wanted to love this sweater and it has some nice distinctive features that make it more interesting than your average cardigan. unfortunately  however  i found that flared in an unflattering manner over my stomach. the chest fit well - though it was very low cut - but then if i buttoned the sweater it made me look like at least three sizes larger.  the quality seemed okay  but a bit thin and i was afraid that this would not hold up for long.,Fine gauge
-1,Didn't like at all. itchy fabric  looked good on model but on on busty girl.,Fine gauge
-1,The top looks better on the model than in-person. it fits loose and looks boxy and matronly. i don't like the sleeve length or the top style  it just didn't look flattering or good. i am sending it back. looks very boxy.,Fine gauge
-1,Runs small. arms very short and hits in the wrong place across your chest. would not recommend.,Fine gauge
-1,I'm returning this cardigan. it doesn't fit me at all. it's shapeless and loose.,Fine gauge
-1,I really liked the design. ordered a medium which was huge. also thought i would not be able to tolerate it because of the material -- a bit itchy. returned it.,Fine gauge
0,This is a beautiful sweater that i wanted to love but i couldn't for a few reasons i thought i'd share: the color is bright orange. it is not softer like peach in the picture. it also was more clingy than a curvy woman like me can wear. i thought'd be more swingy but it was more structured. very pretty and good quality tho.,Fine gauge
0,This sweater is great i bought the black version on sale. my complaint is the pulling factor though. you don't expect retailer sweaters to pill after a couple wears. overall i love the fit and look though so i continue to overlook it and use my sweater comb as needed!,Fine gauge
0,I really like the color of this and the feel  but that is where it ends. it does not come with the gorgeous flattering belt that it is pictured with  and is cut without shape so it does not fit to your body and show off any glorious womanly curves. i could purchase the belt with it  but i don't prefer to purchase products that cannot stand on their own.,Fine gauge
0,"Purchased because i wanted a deep red sweater  and this one was the perfect color. unfortunately i am on the curvier side  with 34g chest  155lbs 5' 5""  and the med was too big  (i usually wear m or l at retailer.) also the fit ended up being boxy on my body type.",Fine gauge
0,I ended up returning it just because it didn't do much for my current postnatal figure  but otherwise this top is just so pretty and unique!,Fine gauge
0,"I'm usually a small (5'5""  116 lbs  long torso)  but the x-small fit well. the black does look see-through in the pictures  but i figured i could wear a cami with it. it is see-through in person if you are up close  mainly in the back and arms since the front has extra fabric in places. however  it is rather short  possibly because it is an x-small  and i'll need a short cami to fit under it or will have to have a cami hanging out of the bottom  which drapes nicely and a cami may mar that effect",Fine gauge
0,I love this sweater  so why a lower rating? while i love the material and the color  it lost all of its shape before i even left the house! i am a size 6 / small and it looked clownish on me before i ever got to my dinner party.  i plan to wash it this evening and i really hope that this brings it back to its original shape and keeps it.,Fine gauge
0,I love the colors in this top  but sadly i'm going to have to return it. the first thing my husband did when he saw this on me was just stare  and not in a good way. then he said it looked like a maternity top. i was so disappointed  and sadly will be returning this. for reference  i am 135 pounds. 5-ft. 4-in tall and do not want to look pregnant in a top. i normally wear size medium tops  but this one is huge. now i know why the model in the picture had her arms nestled in at her sides. this to,Fine gauge
0,"I tried this sweater on in the store. i wanted to love it so badly as it is soft and feminine  and would be a great causal layering piece. however  there are pockets in the sweater that are right on seam  and they actually bubble out from the natural drape of the sweater. not to mention  unless you're built very narrow  the pockets will fall at  and accentuate hips  and not in a flattering way. the nice details are the feel of the knit  the layered style  with a cottony lined hood and ""faux"" lay",Fine gauge
1,"5 7""   138 pound   73 year old grandmother. can't wear wool and always looking for stylish cotton/linen sweaters.  ordered m based on reviews. very tight across back and sleeves too short. loved the style  the below hip length  and color so reordered in a large. still waiting for sweater. hoping it fits better",Fine gauge
1,Received today  the fit is true to size quality fabric beautiful color. will go with so many things!,Fine gauge
1,I love this sweater  i bought the grey and the neutral one. it is very soft  has great color combos and seems to have minimal pulling. even though it's lightweight  it keeps me warm.,Fine gauge
1,Love  love  love. i have both colors and wear with leggings. it's not a heavy sweater and has a great drape  super flattering. i'm usually a medium and it runs true to size - not supposed to be tight. i find it a little low in the front but a tank underneath takes of it. washes well.,Fine gauge
1,This reminds me of the 1970's. the fabric is soft and it looks just like the picture. i'm ordering it in line in a petite. my store doesn't carry petites. it's typical moth quality and fit. perfect.,Fine gauge
1,This sweater is very warm yet light. the pink color is very cute  and the buttons are detailed very nicely! it hangs a bit low under the arms  and definitely tightens at the wrist. i ordered the xs size  and i find that i am unable to push the sleeves up. this is so beautiful and has a subtle uniqueness.,Fine gauge
1,I have been looking for a good red cardigan for some time now. this one perfectly meets my needs  and now i want it in more colors. the sweater has a nice cut  and it is very soft and comfortable. i know this will be a go to staple piece in my closet.,Fine gauge
1,"I thought this sweater was cute online but turns out it is even cuter in person! the cotton linen blend makes it easy to layer over a tee shirt or blouse  and the neutral color goes with everything!  as a side note  included with my sweater was a signed postcard informing me that this item was not on hand at their distribution center. so they ""sounded the horns""  and their spokane  wa store ""saved the day"". thank you spokane  wa store and thank you meredith for packing with care!   i love it!",Fine gauge
1,"This sweater is the reason i shop at retailer - unique  cute & comfy! the yellow really isn't 'one of my colors' but it's so different that i had to get it. and the cut is so flattering  that i had to go back to get the purple! it may run a tad bit generously; i'm 5'4""  124 lbs  34d and originally got the small. i wound up returning and getting the xs. that sizing was slightly more form-fitting  without being clingy.we had a hint of fall weather in colorado  so i immediately threw the yellow versi",Fine gauge
-1,3 tags sewn in  2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however  this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!,Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,It seemed to stay in place and did not require constant readjustment. however  i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.,Intimates
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
-1,You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?,Intimates
-1,I am pregnant and i thought this would be a great sleep bra. it's soft and fits okay  but it has zero support or shape. i would only buy if you are a b cup or smaller and can get away without support. if i would have seen this is the store  i would have passed over it. however  i was too lazy to return so i am wearing it. it's comfortable so that's a redeeming quality. i would not recommend for larger chested ladies  though!,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color  it's really pretty! just go up a size or two if anything and try it out.,Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,This is a very nice bra  upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,It is a very pretty bra. light weight and beautiful lace. however  i have yet to find a t-back that does not make me feel like i am going to spill out. to me it ran small. i now know to get a 34 instead. i am working on losing weight  perhaps that might help with the fit?,Intimates
0,When ordering this product  i thought it was strange that the mediums were sold out. i went with the small which is generally what i wear. however  these run small and i see why the medium ran out. they are pretty  however  i wish they made them more true to size.,Intimates
1,These are great  the colors are a little different in real life. they are really great but i think they are a bit delicate and i hope they hold up.,Intimates
1,Great style and cut  love the deep v. the fabric is soft and its very comfortable. it gives some support. i don't wear it with light blouses or shirts  unless i'm hanging around the house. i have this is pink and black.,Intimates
1,I really love this camisole  but it's shorter than i expected.,Intimates
1,A great long line bra! beautiful and well made however it's tough to get the fit perfectly right. i usually wear a 32 b or 34 a and am 115lbs. the small was the best fit as the 32 (xs) was a very small 32. i could almost say it more of a 30 if that's even a size. it also rubs my skin few places so definitely not meant to be worn for more than a few hours. otherwise i recommend it!,Intimates
1,My bridesmaids gifted this to me at my bridal shower  and of all the lingerie i received that day  this was the most memorable. it is equally romantic and sexy as it is subtly sheer. the delicate eyelash lace detail adds so much flair. i have this in size small and it fits tts. love this piece! i plan to wear this for my boudoir shoot.,Intimates
1,Great piece just wish it fit a bit more blousy rather than cami,Intimates
1,I bought these to have a pair between standard fair and sexy  but these are so comfortable and gorgeous i would wear them everyday! it doesn't even feel like i am wearing anything. love these!,Intimates
1,There may be no inner lining  but it is a gorgeous bra! and so comfortable! the straps and well make and sturdy and the detailing is stunning. it is absolutely true to size. 34c fit like a glove. a winner!,Intimates
1,This is so beautiful! i loved it online  but it's even prettier in person. it's a little greener than it appears in the photo. the straps are actually a green rather than white. i'm 5' 6'' 123 lbs and the xs fits perfectly. worth the money!,Intimates
-1,I was hesitant to buy this because it is double breasted which isn't my first choice. that was the least of the problems with this jacket. i love sparkle  and i love beautiful detail  none of the elements by themselves was a problem. the sum of the parts didn't work  though. the end result was an unflattering  confusing mess. the silhouette plus the frayed edges  plus the sequins plus the vent in back plus the huge buttons plus the double breast  plus the zipper were just too many things to go t,Jackets
-1,1. i like a shorter jacket  but this one was poorly made and poorly fit.  2. the sleeves were way too tight. i'm a size 10 or 12  and the large which would be a 14 had tight sleeves that wrinkled up my arms  and the hem of the sleeve turned inside out.  3. i ordered both a medium (size 10) and a large (size 14)   and neither hung right. the m too tight  and the large too loose in the body and too tight in the sleeves.  4. very polyester with lots of static.  5. cute idea  but not very good in pe,Jackets
-1,This vest looked so cute online but it's a disaster. the quilting is so bulky that the drawstring doesn't work properly and it just hangs. itlooks like something out of a costume closet that could be used for a peasant farmhand or a zombie movie. seriously  it's bad.,Jackets
-1,I was so excited for this kimono. i thought the colors would be lovely. i was looking for a unique wrap/vest/kimono. i ordered this online expecting to be dazzled. sadly  i was not. this arrived and fell short on all measures. the colors were flat  the fabric felt cheap and the construction did not scream $108. it felt like something i would find in a college import/head shop. back it went. i ended up buying the silves wrap  which i love.,Jackets
-1,I ordered this online and was disappointed when it arrived. it didn't look quite like it does in the photos online. it also runs small. i returned it because i did not feel it was worth the high price.,Jackets
-1,This blazer looks great on the model and i have a long torso so i thought it would be perfect. when i got it it looked like a big box and didn't fit anywhere. the shoulder pads were giant and the bottom of the coat was huge. i got a small based on other reviews  but it was way too big. sadly  i had to return it.,Jackets
-1,"The fit is so bad and the construction is very poor. i'm 5'1''  100 lbs  ordered xxs petite.     first of all  when i button this  there is extreme gaping going on. the vest runs narrow  yet tall?it shifts up my torso if i move at all  making the gaping even worse.    the ""skirt"" at the bottom is made of a very cheap  thin  slightly sheeny material that you would find at a flea market. it arrived unbelievably wrinkled and crumpled  and it was just so thin. it did not meet as closely in the middl",Jackets
-1,The color is darker than shown (i ordered the denim looking one). the flower things are not very visible as it all looks one color. it must be great for the tall skinny model   but if your 5'4'' and pear shaped like me  it's a no go! took it back to my local store.,Jackets
-1,Does not look like the picture. lined with a cheap denim fabric inside that shows when arms are rolled up. i normally always fit in mediums and this jacket is so small in the arms as well as body that it fit like a xs.,Jackets
0,"Loved the look of this wool and so well made! problem was it literally would have been better on a bed as a blanket than on my body as a blanket coat. just overwhelmed me and didn't look good. i'm 5/9"" and 160 lbs so i'm no shrinking violet just too heavy of fabric.",Jackets
0,I like how this jacket is very versatile. you can wear it to work  or play. it does have interesting detail on it  i kept it based on the price and those details. i have the olive color. the arms are a little tight.,Jackets
0,This was a fail for me. although i ordered size large it barely fit my midsection when tied and was too small in the waist. the fabric is nice though. best on thinner frames than mine.,Jackets
0,Delaine blazer so many little details with a slight bit of ruggedness. loved the unmatched buttons  checkered back and fraying that gave this piece personality making it appear less stuffy. easyily dress it up or down  that being said it seems to run true to size except the arms and shoulders were very tight. i would consider going up a size if more of an athletic build. ordered a 4 but i think a 6 would have been perfect!,Jackets
0,First  the good: i like the basic shape of the jacket  with its crisply cut lapels  and rounded corners at the bottom...the functional pockets (including the  cool watch pocket)  the size of the buttons  the color. i got the honey   and it was lovely and intense . now  the bad:  i got the regular 8. the jacket is at least an inch too short. although it's  a small  tight 8  the sleeves are strikingly too long. they would have to  be folded  and the lining which would show is not that attractive.,Jackets
0,Ordered this vest in both the xs and pxs. i liked the length and overall fit of the xs  however  i ended up returning both due to how the vest draped. the outer fabric is a bit more stiff which made the vest balloon out more then what i liked. overall  it?s not a terrible vest but just not for me.,Jackets
0,"I agree with a previous reviewer who said that it was very nicely cut  but unfortunately  the materials are so cheap. the ""fleece"" material that it is made out of feels like the cheap polyester fleece blankets that you get at the discount stores. it will pill easily  and is noticeable even in the dark color. i must have gotten one shipped straight from the store  and it was already starting to do some gnarly pilling. i do love the cut of it  but i can't justify keeping it because this won't last",Jackets
0,"How can some reviewers say this jacket is true to size  yet others say it runs small? i think it's because this jacket is cropped. by the time i took advantage of the fall perks 20 percent discount  the xs peach was sold out so i ended up ordering size s. i also got the xs gray to compare. sure enough  the xs looks better but is cropped on me. for ref  i'm 5' 5""  32a  115 lbs. i don't really need another almost black jacket so i'm either sized out or have to exchange for xs peach to wear with dr",Jackets
0,I was searching for the perfect large comfy sweater for the cold winter weather ahead and i thought this would be it. it looks so cute in the pictures but when i received in by mail it wasn't what i was searching for. this sweater  like on the model  is quite large. although i wanted a large sweater  the fit of this one didn't fit well on me. it has more of a boxy feel to it. i usually wear a medium  but went with a small because i expected this to fit a little large and it still engulfed me. i,Jackets
1,The collar from a distance looks like it has seen better days (very scruffy)  but it is so silky soft. and the slight sheen to the jacket is a nice twist to an ordinary army type. the fabric is definitely thinner than i expected  but it&#39;s also softer and better for layering.,Jackets
